IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
0,M,21,Single,Retail
0,M,21,Single,Retail
0,M,21,Single,Retail
0,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
1,M,34,Unspecified,Professional
0,F,24,Single,Other
0,F,24,Single,Other
0,F,21,Single,Student
0,F,21,Single,Student
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,29,Married,Other
0,M,29,Married,Other
0,M,29,Married,Other
0,F,54,Married,Retired
0,F,54,Married,Retired
0,F,54,Married,Retired
0,M,20,Single,Sales
0,M,20,Single,Sales
0,F,34,Married,Executive
0,F,34,Married,Executive
0,F,22,Single,Hospitality
1,F,22,Single,Hospitality
0,F,22,Single,Hospitality
0,F,22,Single,Hospitality
0,M,28,Single,Professional
0,M,28,Single,Professional
0,M,28,Single,Professional
0,M,28,Single,Professional
0,F,40,Married,Other
0,F,40,Married,Other
1,F,46,Married,Hospitality
0,F,46,Married,Hospitality
0,F,46,Married,Hospitality
0,F,46,Married,Hospitality
0,F,46,Married,Hospitality
0,F,35,Single,Retail
0,F,35,Single,Retail
0,M,29,Single,Trades
0,M,29,Single,Trades
0,M,44,Married,Trades
0,M,44,Married,Trades
0,M,44,Married,Trades
0,M,25,Married,Executive
1,M,25,Married,Executive
0,M,25,Married,Executive
0,M,25,Married,Executive
1,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
1,M,20,Single,Trades
0,M,20,Single,Trades
0,M,28,Single,Other
0,M,28,Single,Other
0,M,28,Single,Other
0,M,36,Married,Other
1,M,36,Married,Other
0,M,36,Married,Other
0,M,36,Married,Other
0,F,28,Single,Retail
0,F,28,Single,Retail
0,F,46,Married,Professional
0,F,46,Married,Professional
0,M,17,Single,Student
0,M,17,Single,Student
0,M,17,Single,Student
0,M,36,Married,Sales
0,M,36,Married,Sales
0,M,36,Married,Sales
0,F,37,Married,Other
0,F,37,Married,Other
0,F,26,Single,Retail
0,F,26,Single,Retail
0,F,26,Single,Retail
0,F,40,Married,Executive
0,F,40,Married,Executive
0,F,40,Married,Executive
0,F,40,Married,Executive
0,F,48,Unspecified,Hospitality
0,F,48,Unspecified,Hospitality
0,F,48,Unspecified,Hospitality
0,F,47,Married,Professional
0,F,47,Married,Professional
0,F,47,Married,Professional
1,M,22,Single,Trades
1,M,22,Single,Trades
0,M,22,Single,Trades
0,M,22,Single,Trades
1,F,43,Married,Executive
1,F,43,Married,Executive
0,F,43,Married,Executive
0,F,41,Married,Executive
0,F,41,Married,Executive
0,F,41,Married,Executive
0,F,41,Married,Executive
0,F,20,Single,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,20,Single,Retail
0,F,20,Single,Retail
0,M,39,Married,Other
0,M,39,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,M,37,Single,Other
0,M,37,Single,Other
0,M,37,Single,Other
0,F,26,Single,Retail
0,F,26,Single,Retail
0,M,43,Married,Other
0,M,43,Married,Other
0,M,43,Married,Other
0,F,19,Single,Retail
0,F,19,Single,Retail
0,F,39,Married,Other
0,F,39,Married,Other
0,M,19,Single,Sales
0,M,19,Single,Sales
0,F,33,Married,Other
1,F,33,Married,Other
0,F,33,Married,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,M,19,Single,Retail
0,M,19,Single,Retail
0,M,19,Single,Retail
0,F,24,Single,Hospitality
0,F,24,Single,Hospitality
0,F,58,Married,Other
0,F,58,Married,Other
0,F,58,Married,Other
0,M,21,Single,Sales
0,M,21,Single,Sales
0,M,21,Single,Sales
0,M,21,Single,Sales
1,M,33,Single,Other
0,M,33,Single,Other
0,M,33,Single,Other
0,M,32,Single,Trades
0,M,32,Single,Trades
0,M,32,Single,Trades
0,M,32,Single,Trades
0,F,28,Single,Other
0,F,28,Single,Other
0,F,28,Single,Other
0,M,54,Married,Professional
0,M,54,Married,Professional
0,F,34,Married,Hospitality
0,F,34,Married,Hospitality
0,F,34,Married,Hospitality
0,F,26,Married,Sales
0,F,26,Married,Sales
0,M,46,Married,Professional
0,M,46,Married,Professional
0,M,46,Married,Professional
0,M,41,Married,Executive
0,M,41,Married,Executive
0,M,41,Married,Executive
0,M,41,Married,Executive
0,F,21,Single,Professional
0,F,21,Single,Professional
0,F,21,Single,Professional
0,F,64,Married,Other
0,F,64,Married,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,28,Married,Other
0,F,28,Married,Other
0,F,35,Married,Executive
1,F,35,Married,Executive
0,F,35,Married,Executive
1,F,35,Married,Executive
0,F,45,Unspecified,Hospitality
1,F,45,Unspecified,Hospitality
0,F,39,Married,Sales
0,F,39,Married,Sales
1,M,33,Married,Other
0,M,33,Married,Other
0,M,33,Married,Other
1,M,34,Single,Other
1,M,34,Single,Other
0,M,34,Single,Other
0,F,38,Unspecified,Hospitality
0,F,38,Unspecified,Hospitality
0,F,38,Unspecified,Hospitality
0,M,28,Single,Professional
0,M,28,Single,Professional
1,M,28,Single,Professional
1,M,25,Single,Professional
0,M,25,Single,Professional
1,M,25,Single,Professional
0,F,29,Single,Other
0,F,29,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,24,Single,Other
1,M,24,Single,Other
0,M,24,Single,Other
0,M,23,Single,Sales
1,M,23,Single,Sales
0,M,49,Married,Other
0,M,49,Married,Other
0,M,49,Married,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,45,Married,Retired
0,M,45,Married,Retired
0,M,45,Married,Retired
0,M,45,Married,Retired
0,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,F,28,Single,Retail
0,F,28,Single,Retail
0,M,17,Single,Student
0,M,17,Single,Student
0,M,29,Single,Other
0,M,29,Single,Other
0,M,29,Single,Other
0,M,29,Single,Other
0,F,47,Unspecified,Hospitality
0,F,47,Unspecified,Hospitality
0,M,33,Single,Trades
0,M,33,Single,Trades
0,M,33,Single,Trades
0,M,33,Single,Trades
0,F,68,Unspecified,Hospitality
0,F,68,Unspecified,Hospitality
0,F,68,Unspecified,Hospitality
0,F,49,Married,Retired
0,M,31,Married,Professional
0,M,31,Married,Professional
0,M,31,Married,Professional
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,M,31,Single,Other
0,F,26,Single,Professional
0,F,26,Single,Professional
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,M,21,Single,Sales
0,M,21,Single,Sales
0,F,38,Married,Other
0,F,38,Married,Other
0,F,38,Married,Other
0,F,38,Married,Other
0,F,33,Single,Other
0,F,33,Single,Other
0,M,25,Single,Other
0,M,25,Single,Other
0,F,48,Married,Sales
0,F,48,Married,Sales
0,M,38,Married,Other
0,M,38,Married,Other
0,M,38,Married,Other
0,M,38,Married,Other
0,F,21,Single,Sales
0,F,21,Single,Sales
0,M,21,Single,Sales
0,M,21,Single,Sales
0,M,21,Single,Sales
0,F,20,Single,Sales
0,F,20,Single,Sales
0,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
1,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
0,F,27,Single,Retail
0,F,27,Single,Retail
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,28,Single,Trades
1,M,28,Single,Trades
1,M,28,Single,Trades
0,M,38,Married,Sales
0,M,38,Married,Sales
0,M,38,Married,Sales
0,F,41,Married,Other
1,F,41,Married,Other
0,F,41,Married,Other
0,F,41,Married,Other
0,F,41,Married,Other
0,F,21,Single,Professional
0,F,21,Single,Professional
0,F,21,Single,Professional
0,F,23,Single,Other
0,F,23,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,29,Married,Other
0,M,29,Married,Other
0,F,28,Single,Other
0,F,28,Single,Other
0,M,33,Married,Sales
1,M,33,Married,Sales
0,M,33,Married,Sales
0,F,29,Single,Professional
0,F,29,Single,Professional
0,M,23,Single,Other
0,M,23,Single,Other
0,M,23,Single,Other
0,M,23,Single,Other
0,M,23,Single,Other
0,M,31,Married,Sales
1,M,31,Married,Sales
0,M,31,Married,Sales
1,F,47,Married,Retail
0,F,47,Married,Retail
0,F,47,Married,Retail
0,F,37,Married,Professional
0,F,37,Married,Professional
0,F,37,Married,Professional
1,M,38,Married,Sales
1,M,38,Married,Sales
0,M,38,Married,Sales
0,M,38,Married,Sales
0,M,31,Married,Other
0,M,31,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,48,Married,Professional
0,F,48,Married,Professional
0,F,42,Married,Other
0,F,42,Married,Other
0,F,42,Married,Other
0,M,49,Married,Retired
1,M,49,Married,Retired
0,M,49,Married,Retired
0,M,49,Married,Retired
0,F,29,Single,Other
0,F,29,Single,Other
0,M,32,Unspecified,Professional
0,M,32,Unspecified,Professional
0,F,29,Single,Student
0,F,29,Single,Student
0,F,29,Single,Student
0,M,41,Married,Other
0,M,41,Married,Other
0,F,26,Single,Other
0,F,26,Single,Other
0,F,49,Married,Retired
0,F,49,Married,Retired
0,F,34,Married,Professional
0,F,34,Married,Professional
0,F,39,Married,Executive
1,F,39,Married,Executive
0,F,39,Married,Executive
0,M,31,Married,Executive
0,M,31,Married,Executive
0,M,31,Married,Executive
0,M,33,Married,Other
0,M,33,Married,Other
0,M,33,Married,Other
0,F,48,Married,Other
0,F,48,Married,Other
0,F,48,Married,Other
0,F,48,Married,Other
1,F,48,Married,Other
0,M,19,Single,Trades
0,M,19,Single,Trades
1,M,19,Single,Trades
0,M,42,Unspecified,Other
0,M,42,Unspecified,Other
1,F,44,Unspecified,Hospitality
0,F,44,Unspecified,Hospitality
0,F,44,Unspecified,Hospitality
0,F,44,Unspecified,Hospitality
0,F,44,Unspecified,Hospitality
0,F,44,Unspecified,Hospitality
1,M,29,Single,Executive
1,M,29,Single,Executive
0,M,29,Single,Executive
0,M,37,Married,Sales
0,M,37,Married,Sales
0,M,37,Married,Sales
0,M,37,Married,Sales
0,F,47,Unspecified,Hospitality
0,F,47,Unspecified,Hospitality
0,F,23,Single,Sales
0,F,23,Single,Sales
0,M,24,Single,Other
0,M,24,Single,Other
0,M,41,Married,Trades
0,M,41,Married,Trades
0,M,41,Married,Trades
0,M,41,Married,Trades
0,F,25,Single,Student
0,F,25,Single,Student
0,F,25,Single,Student
0,M,27,Married,Sales
1,M,27,Married,Sales
0,M,48,Married,Other
0,M,48,Married,Other
0,M,48,Married,Other
0,M,48,Married,Other
0,F,62,Married,Other
0,F,62,Married,Other
1,M,41,Married,Trades
1,M,41,Married,Trades
0,M,41,Married,Trades
0,F,18,Single,Other
0,F,18,Single,Other
0,F,18,Single,Other
0,F,34,Married,Executive
0,F,34,Married,Executive
0,F,34,Married,Executive
0,F,34,Married,Executive
0,F,34,Married,Executive
0,M,29,Single,Professional
0,M,29,Single,Professional
0,M,29,Single,Professional
1,M,29,Single,Professional
1,M,26,Single,Other
1,M,26,Single,Other
0,M,26,Single,Other
0,M,47,Married,Other
0,M,47,Married,Other
0,F,43,Married,Professional
0,F,43,Married,Professional
0,F,22,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
0,F,35,Married,Other
0,F,35,Married,Other
1,F,37,Married,Other
0,F,37,Married,Other
0,F,37,Married,Other
0,M,19,Single,Sales
0,M,19,Single,Sales
0,F,20,Single,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,48,Married,Hospitality
0,F,48,Married,Hospitality
0,F,48,Married,Hospitality
0,F,48,Married,Hospitality
1,M,19,Single,Professional
1,M,19,Single,Professional
0,M,19,Single,Professional
0,M,33,Married,Other
1,M,33,Married,Other
0,M,33,Married,Other
1,M,23,Single,Sales
1,M,23,Single,Sales
0,F,46,Unspecified,Hospitality
0,F,46,Unspecified,Hospitality
0,M,26,Single,Sales
0,M,26,Single,Sales
0,M,26,Single,Sales
0,M,26,Single,Sales
0,F,19,Single,Professional
0,F,19,Single,Professional
0,M,38,Married,Executive
0,M,38,Married,Executive
0,M,38,Married,Executive
0,M,38,Married,Executive
0,M,38,Married,Executive
0,F,40,Unspecified,Hospitality
0,F,40,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,59,Unspecified,Hospitality
0,F,23,Single,Retail
0,F,23,Single,Retail
0,F,26,Married,Other
0,F,26,Married,Other
0,F,26,Married,Other
0,F,32,Unspecified,Other
0,F,32,Unspecified,Other
0,F,32,Unspecified,Other
0,F,32,Unspecified,Other
0,M,34,Married,Professional
0,M,34,Married,Professional
0,F,26,Married,Executive
0,F,26,Married,Executive
0,F,44,Married,Executive
0,F,44,Married,Executive
1,F,44,Married,Executive
0,M,29,Single,Other
0,M,29,Single,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,M,26,Single,Professional
0,M,26,Single,Professional
0,F,22,Single,Retail
0,F,22,Single,Retail
0,M,41,Married,Other
0,M,41,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,M,35,Single,Professional
0,M,35,Single,Professional
0,M,35,Single,Professional
0,M,35,Single,Professional
0,M,35,Single,Professional
0,F,46,Married,Hospitality
0,M,48,Married,Other
0,F,21,Single,Sales
0,F,21,Single,Sales
0,F,22,Single,Other
0,F,22,Single,Other
0,M,52,Married,Other
0,M,52,Married,Other
0,M,52,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,M,31,Married,Other
0,F,33,Single,Retail
1,F,33,Single,Retail
0,F,33,Single,Retail
0,F,33,Single,Retail
0,F,31,Married,Executive
0,F,31,Married,Executive
0,F,31,Married,Executive
0,M,19,Single,Retail
0,M,19,Single,Retail
0,M,19,Single,Retail
1,F,24,Married,Other
0,F,24,Married,Other
0,F,20,Single,Other
0,F,20,Single,Other
0,F,57,Married,Retired
0,F,57,Married,Retired
0,F,49,Married,Other
0,F,49,Married,Other
0,F,49,Married,Other
0,F,49,Married,Other
0,F,49,Married,Other
0,F,66,Married,Other
0,F,66,Married,Other
0,F,38,Married,Executive
0,F,38,Married,Executive
0,M,27,Single,Trades
1,M,27,Single,Trades
0,M,27,Single,Trades
0,F,52,Married,Other
0,F,52,Married,Other
0,F,44,Married,Other
0,F,44,Married,Other
0,F,24,Single,Retail
0,F,24,Single,Retail
0,M,43,Married,Trades
0,M,43,Married,Trades
0,F,23,Single,Hospitality
0,F,23,Single,Hospitality
0,F,37,Married,Other
0,F,37,Married,Other
0,F,37,Married,Other
1,M,21,Single,Other
1,M,21,Single,Other
0,M,21,Single,Other
0,M,21,Single,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,M,48,Married,Retired
0,M,48,Married,Retired
0,F,38,Married,Other
0,F,38,Married,Other
0,F,38,Married,Other
0,F,28,Married,Other
0,F,28,Married,Other
0,F,28,Married,Other
0,F,30,Single,Other
0,F,30,Single,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,35,Married,Executive
0,F,35,Married,Executive
0,F,35,Married,Executive
0,F,35,Married,Executive
0,F,35,Married,Executive
0,M,22,Single,Student
0,M,22,Single,Student
0,M,22,Single,Student
0,M,22,Single,Student
0,M,46,Unspecified,Trades
0,M,46,Unspecified,Trades
0,M,46,Unspecified,Trades
0,F,37,Single,Professional
0,F,37,Single,Professional
0,F,63,Unspecified,Hospitality
0,F,63,Unspecified,Hospitality
0,F,63,Unspecified,Hospitality
0,F,29,Single,Student
0,F,29,Single,Student
0,F,22,Single,Other
0,F,22,Single,Other
0,M,29,Single,Student
0,M,29,Single,Student
0,F,37,Unspecified,Hospitality
1,F,37,Unspecified,Hospitality
0,F,37,Unspecified,Hospitality
0,F,37,Unspecified,Hospitality
0,F,27,Single,Hospitality
0,F,27,Single,Hospitality
1,M,29,Single,Other
0,M,29,Single,Other
0,M,29,Single,Other
0,M,21,Single,Student
0,M,21,Single,Student
0,M,31,Married,Executive
0,M,31,Married,Executive
0,M,25,Single,Student
0,M,25,Single,Student
0,M,25,Single,Student
0,M,25,Single,Student
0,M,25,Single,Student
0,M,25,Single,Student
0,M,25,Single,Student
0,F,27,Single,Other
0,F,27,Single,Other
0,F,27,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
1,M,30,Single,Other
1,M,30,Single,Other
0,M,30,Single,Other
0,M,30,Single,Other
1,M,23,Single,Trades
1,M,23,Single,Trades
0,F,42,Married,Professional
0,F,42,Married,Professional
0,F,42,Married,Professional
1,M,34,Married,Other
0,M,34,Married,Other
0,M,34,Married,Other
0,M,33,Single,Professional
0,M,33,Single,Professional
0,M,33,Single,Professional
0,M,33,Single,Professional
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,F,19,Single,Other
0,F,19,Single,Other
0,F,45,Married,Other
0,F,45,Married,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,24,Single,Other
0,F,43,Unspecified,Hospitality
0,F,43,Unspecified,Hospitality
0,F,36,Married,Other
0,F,36,Married,Other
0,F,36,Married,Other
0,F,34,Single,Professional
0,F,34,Single,Professional
0,F,21,Single,Other
0,F,21,Single,Other
0,M,37,Single,Executive
0,M,37,Single,Executive
0,M,37,Single,Executive
0,M,37,Single,Executive
0,M,29,Married,Other
0,M,29,Married,Other
0,M,29,Married,Other
0,M,29,Married,Other
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,43,Single,Executive
0,M,43,Single,Executive
1,M,22,Single,Sales
0,M,22,Single,Sales
0,M,22,Single,Sales
0,F,22,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
0,F,22,Single,Other
1,M,25,Married,Other
0,M,25,Married,Other
0,M,25,Married,Other
0,F,25,Single,Other
0,F,25,Single,Other
0,M,56,Married,Other
0,M,56,Married,Other
0,M,56,Married,Other
0,M,56,Married,Other
0,M,56,Married,Other
0,F,35,Unspecified,Hospitality
0,F,35,Unspecified,Hospitality
0,F,35,Unspecified,Hospitality
0,F,35,Unspecified,Hospitality
0,F,27,Single,Sales
0,F,27,Single,Sales
0,F,60,Unspecified,Hospitality
0,F,60,Unspecified,Hospitality
0,F,27,Married,Other
0,F,27,Married,Other
0,F,27,Married,Other
0,F,27,Married,Other
0,F,27,Married,Other
0,M,32,Single,Other
0,M,32,Single,Other
0,M,32,Single,Other
0,M,32,Single,Other
1,M,32,Single,Other
0,M,32,Single,Other
0,M,40,Married,Professional
0,M,40,Married,Professional
0,M,40,Married,Professional
0,M,40,Married,Professional
0,F,37,Married,Executive
0,F,37,Married,Executive
1,F,37,Married,Executive
1,M,19,Single,Sales
1,M,19,Single,Sales
0,M,19,Single,Sales
0,M,19,Single,Sales
0,M,25,Unspecified,Sales
0,M,25,Unspecified,Sales
0,M,25,Unspecified,Sales
0,M,32,Single,Trades
0,M,32,Single,Trades
0,M,32,Single,Trades
0,M,32,Single,Trades
0,M,47,Married,Other
0,M,47,Married,Other
0,M,47,Married,Other
0,F,46,Married,Sales
0,F,46,Married,Sales
1,M,25,Single,Executive
1,M,25,Single,Executive
0,M,38,Married,Other
0,M,38,Married,Other
0,M,38,Married,Other
0,M,38,Married,Other
1,F,31,Married,Other
0,F,31,Married,Other
0,F,31,Married,Other
0,M,35,Married,Other
0,M,35,Married,Other
0,M,35,Married,Other
0,F,21,Single,Other
0,F,21,Single,Other
0,F,25,Single,Other
0,F,25,Single,Other
0,M,29,Married,Other
0,M,29,Married,Other
0,F,39,Married,Executive
0,F,39,Married,Executive
0,F,39,Married,Executive
0,F,39,Married,Executive
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,F,23,Single,Other
0,F,23,Single,Other
0,F,23,Single,Other
1,F,43,Married,Other
0,F,43,Married,Other
0,F,43,Married,Other
0,F,43,Married,Other
1,M,21,Single,Student
1,M,21,Single,Student
0,M,21,Single,Student
0,F,29,Single,Other
0,F,29,Single,Other
0,F,29,Single,Other
0,F,29,Single,Other
0,M,40,Married,Other
0,M,40,Married,Other
0,M,47,Married,Other
0,M,47,Married,Other
0,M,39,Married,Professional
0,M,39,Married,Professional
0,M,39,Married,Professional
0,F,21,Single,Professional
0,F,21,Single,Professional
0,F,19,Single,Professional
0,F,19,Single,Professional
0,F,39,Married,Other
0,F,39,Married,Other
0,F,39,Married,Other
0,F,24,Single,Student
0,F,24,Single,Student
0,M,20,Single,Retail
0,M,20,Single,Retail
0,M,20,Single,Retail
0,M,37,Married,Sales
0,M,37,Married,Sales
1,F,37,Unspecified,Hospitality
1,F,37,Unspecified,Hospitality
0,F,37,Unspecified,Hospitality
0,M,17,Single,Student
0,M,17,Single,Student
0,M,17,Single,Student
0,F,48,Unspecified,Hospitality
0,F,48,Unspecified,Hospitality
0,F,48,Unspecified,Hospitality
0,F,48,Unspecified,Hospitality
0,F,63,Unspecified,Hospitality
0,F,63,Unspecified,Hospitality
0,F,40,Married,Other
0,F,40,Married,Other
0,F,40,Married,Other
0,F,38,Married,Sales
0,F,38,Married,Sales
0,M,51,Married,Retired
0,M,51,Married,Retired
0,M,51,Married,Retired
1,M,22,Single,Other
1,M,22,Single,Other
0,M,22,Single,Other
0,M,22,Single,Other
0,F,23,Single,Retail
0,F,23,Single,Retail
0,M,40,Married,Professional
0,M,40,Married,Professional
0,F,23,Single,Other
0,F,23,Single,Other
0,F,23,Single,Other
0,F,23,Single,Other
1,F,49,Married,Executive
0,F,49,Married,Executive
0,F,49,Married,Executive
0,F,49,Married,Executive
0,F,30,Single,Professional
0,F,30,Single,Professional
0,F,48,Married,Other
0,F,48,Married,Other
0,F,21,Single,Sales
0,F,21,Single,Sales
0,M,43,Married,Retired
0,M,43,Married,Retired
0,M,43,Married,Retired
0,M,43,Married,Retired
0,M,43,Married,Retired
0,M,43,Married,Retired
0,M,48,Married,Professional
0,M,48,Married,Professional
0,M,48,Married,Professional
0,M,48,Married,Professional
0,M,48,Married,Professional
0,M,21,Single,Student
0,M,21,Single,Student
0,M,21,Single,Student
0,M,21,Single,Student
0,M,21,Single,Student
0,M,21,Single,Student
0,F,46,Married,Other
0,F,46,Married,Other
1,M,24,Single,Other
1,M,24,Single,Other
0,F,34,Single,Other
0,F,34,Single,Other
0,M,44,Single,Sales
0,M,44,Single,Sales
0,M,44,Single,Sales
0,M,44,Single,Sales
0,M,44,Single,Sales
0,M,44,Single,Sales
0,M,44,Single,Sales
0,F,44,Married,Other
0,F,44,Married,Other
0,M,30,Single,Sales
0,M,30,Single,Sales
0,M,30,Single,Sales
1,M,23,Single,Professional
0,M,23,Single,Professional
0,M,23,Single,Professional
0,M,37,Unspecified,Trades
0,M,37,Unspecified,Trades
0,M,53,Married,Professional
0,M,53,Married,Professional
0,M,53,Married,Professional
0,M,53,Married,Professional
0,M,53,Married,Professional
0,F,56,Married,Retired
0,F,56,Married,Retired
0,F,56,Married,Retired
0,F,43,Married,Other
0,F,43,Married,Other
0,F,42,Married,Professional
0,F,42,Married,Professional
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,M,44,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,F,46,Married,Other
0,M,20,Single,Other
0,M,20,Single,Other
0,M,20,Single,Other
0,M,20,Single,Other
1,M,24,Single,Other
1,M,24,Single,Other
0,M,24,Single,Other
0,M,24,Single,Other
0,M,27,Unspecified,Sales
0,M,27,Unspecified,Sales
0,M,27,Unspecified,Sales
0,M,27,Unspecified,Sales
0,M,27,Unspecified,Sales
0,M,27,Unspecified,Sales
0,M,48,Unspecified,Trades
0,M,48,Unspecified,Trades
0,M,48,Unspecified,Trades
0,M,36,Married,Other
0,M,36,Married,Other
0,M,36,Married,Other
0,F,36,Married,Other
0,F,36,Married,Other
0,F,36,Married,Other
0,F,36,Married,Other
0,F,36,Married,Other
0,F,27,Single,Other
0,F,27,Single,Other
0,F,24,Single,Professional
0,F,24,Single,Professional
0,F,49,Unspecified,Hospitality
0,F,49,Unspecified,Hospitality
0,F,32,Married,Hospitality
1,F,32,Married,Hospitality
0,F,32,Married,Hospitality
0,M,34,Unspecified,Professional
0,M,34,Unspecified,Professional
1,M,34,Unspecified,Professional
0,F,49,Unspecified,Hospitality
0,F,49,Unspecified,Hospitality
0,F,49,Unspecified,Hospitality
0,F,49,Unspecified,Hospitality
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,43,Unspecified,Trades
0,M,34,Single,Trades
0,M,34,Single,Trades
0,M,34,Single,Trades
1,F,33,Married,Hospitality
0,F,33,Married,Hospitality
0,F,33,Married,Hospitality
1,F,23,Single,Other
1,F,23,Single,Other
0,F,41,Married,Sales
0,F,41,Married,Sales
0,F,45,Unspecified,Hospitality
0,F,45,Unspecified,Hospitality
1,F,45,Unspecified,Hospitality
0,F,45,Unspecified,Hospitality
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,27,Single,Other
0,M,24,Single,Student
0,M,24,Single,Student
0,M,47,Unspecified,Other
0,M,47,Unspecified,Other
0,M,47,Unspecified,Other
0,M,47,Unspecified,Other
0,M,47,Unspecified,Other
1,M,21,Single,Other
1,M,21,Single,Other
0,M,21,Single,Other
0,M,21,Single,Other
0,F,20,Single,Retail
0,F,20,Single,Retail
0,F,20,Single,Student
0,F,20,Single,Student
0,F,20,Single,Student
0,F,30,Married,Executive
0,F,30,Married,Executive
0,M,25,Single,Other
0,M,25,Single,Other
0,M,25,Single,Other
0,M,25,Single,Other
0,M,39,Married,Executive
0,M,39,Married,Executive
0,M,39,Married,Executive
0,M,39,Married,Executive
0,M,58,Unspecified,Other
0,M,58,Unspecified,Other
0,F,52,Unspecified,Hospitality
0,F,52,Unspecified,Hospitality
0,F,52,Unspecified,Hospitality
0,F,52,Unspecified,Hospitality
0,F,44,Married,Executive
0,F,44,Married,Executive
0,F,44,Married,Executive
1,F,44,Married,Executive
0,F,48,Married,Executive
0,F,48,Married,Executive
1,M,26,Married,Executive
0,M,26,Married,Executive
0,M,26,Married,Executive
0,M,26,Married,Executive
0,M,26,Married,Executive
0,M,26,Married,Executive
0,F,25,Married,Executive
0,F,25,Married,Executive
0,F,39,Married,Sales
0,F,39,Married,Sales
1,F,29,Single,Student
1,F,29,Single,Student
0,F,29,Single,Student
0,F,29,Single,Student
0,M,25,Married,Executive
0,M,25,Married,Executive
0,M,25,Married,Executive
0,M,25,Married,Executive
0,M,19,Single,Sales
0,M,19,Single,Sales
0,M,19,Single,Sales
0,M,19,Single,Sales
0,M,19,Single,Sales
0,F,22,Single,Other
0,F,22,Single,Other
0,F,37,Married,Other
0,F,37,Married,Other
0,M,39,Married,Executive
